player_name,position,game_info,stats,salary,fppg,points,row_number,scrape_date,week,day,game_time
Miles SandersQ,RB,"GB 40 @ DAL 40, Final OT","2 RUSH ATT,8 RUSH YD,2 TGT,2 REC,17 REC YD",$15,5.7,3.5,15,2025-09-29 13:59:37,Week 4,Sunday,8:20 PM (1 NFL Game)
Joshua Palmer,WR,"NO 19 @ BUF 31, Final","3 TGT,2 REC,25 REC YD",$15,4.7,3.5,83,2025-09-29 13:58:33,Week 4,Sunday,9:30 AM (1 NFL Game)
Christian Kirk,WR,"TEN 0 @ HOU 26, Final","4 TGT,3 REC,20 REC YD",$15,3.8,3.5,84,2025-09-29 13:58:33,Week 4,Sunday,9:30 AM (1 NFL Game)
Harold Fannin Jr.,TE,"CLE 10 @ DET 34, Final","RUSH ATT,RUSH YD,6 TGT,2 REC,24 REC YD",$12,6.2,3.5,85,2025-09-29 13:58:33,Week 4,Sunday,9:30 AM (1 NFL Game)
Rico Dowdle,RB,"CAR 13 @ NE 42, Final","9 RUSH ATT,32 RUSH YD,TGT,REC,-2 REC YD",$16,4.7,3.5,86,2025-09-29 13:58:33,Week 4,Sunday,9:30 AM (1 NFL Game)
Trevor Etienne,RB,"CAR 13 @ NE 42, Final","7 RUSH ATT,33 RUSH YD",$10,1.1,3.3,87,2025-09-29 13:58:33,Week 4,Sunday,9:30 AM (1 NFL Game)
Joe Flacco,QB,"CLE 10 @ DET 34, Final","184 PASS YD,2 INT,3 RUSH ATT,-1 RUSH YD,FUM LOST",$22,8.0,3.26,88,2025-09-29 13:58:33,Week 4,Sunday,9:30 AM (1 NFL Game)
Tampa Bay Buccaneers,DEF,"PHI 31 @ TB 25, Final","31 PTS ALLOWED,2 SACK,SAFETY",$12,5.8,3.0,90,2025-09-29 13:58:33,Week 4,Sunday,9:30 AM (1 NFL Game)
Sterling Shepard,WR,"PHI 31 @ TB 25, Final","RUSH ATT,6 RUSH YD,4 TGT,2 REC,14 REC YD",$10,5.9,3.0,89,2025-09-29 13:58:33,Week 4,Sunday,9:30 AM (1 NFL Game)
Malik NabersO,WR,"LAC 18 @ NYG 21, Final","3 TGT,2 REC,20 REC YD",$32,12.0,3.0,91,2025-09-29 13:58:33,Week 4,Sunday,9:30 AM (1 NFL Game)
Dallas Cowboys,DEF,"GB 40 @ DAL 40, Final OT","40 PTS ALLOWED,SACK,FUM REC,BLK KICK,2PT",$10,1.0,3.0,16,2025-09-29 13:59:37,Week 4,Sunday,8:20 PM (1 NFL Game)
Wan'Dale Robinson,WR,"LAC 18 @ NYG 21, Final","5 TGT,3 REC,14 REC YD",$21,9.7,2.9,93,2025-09-29 13:58:33,Week 4,Sunday,9:30 AM (1 NFL Game)
Dontayvion Wicks,WR,"GB 40 @ DAL 40, Final OT","4 TGT,2 REC,19 REC YD",$11,4.1,2.9,17,2025-09-29 13:59:37,Week 4,Sunday,8:20 PM (1 NFL Game)
Austin Hooper,TE,"CAR 13 @ NE 42, Final","TGT,REC,24 REC YD",$10,3.4,2.9,92,2025-09-29 13:58:33,Week 4,Sunday,9:30 AM (1 NFL Game)
